id_cliente,persona,engajamento,compras_60_dias,proba
cli_1392,unknown,89.1,29.0,0.28
cli_1393,unknown,2.7,0.0,0.05
cli_1394,unknown,11.2,0.0,0.08
cli_1395,unknown,65.8,99.0,0.23
cli_1396,unknown,6.6,0.0,0.07
cli_1397,unknown,87.2,41.0,0.28
cli_1398,esporadico,7.1,0.0,0.12
cli_1399,esporadico,16.0,0.0,0.15
cli_1400,esporadico,0.9,0.0,0.11
cli_1401,unknown,8.6,0.0,0.07
cli_1402,churrasco_fds,3.0,0.0,0.23
cli_1403,esporadico,20.6,0.0,0.16
cli_1404,vinho_final_do_dia,9.4,0.0,0.12
cli_1405,esporadico,2.1,0.0,0.11
cli_1406,esporadico,7.6,0.0,0.12
cli_1407,esporadico,10.5,0.0,0.13
cli_1408,unknown,6.7,0.0,0.07
cli_1409,esporadico,1.3,0.0,0.11
cli_1410,unknown,49.9,129.0,0.19
cli_1411,vinho_final_do_dia,14.9,0.0,0.13
cli_1412,esporadico,1.7,0.0,0.11
cli_1413,unknown,2.2,0.0,0.05
cli_1414,unknown,8.3,0.0,0.07
cli_1415,unknown,0.5,0.0,0.05
cli_1416,unknown,9.5,0.0,0.07
cli_1417,esporadico,1.3,0.0,0.11
cli_1418,unknown,5.8,0.0,0.06
cli_1419,unknown,71.5,133.0,0.24
cli_1420,unknown,28.9,99.0,0.13
cli_1421,unknown,14.4,0.0,0.09
cli_1422,esporadico,1.1,0.0,0.11
cli_1423,unknown,78.9,118.0,0.26
cli_1424,unknown,8.9,0.0,0.07
cli_1425,vinho_final_do_dia,1.6,0.0,0.1
cli_1426,churrasco_fds,1.2,0.0,0.23
cli_1427,unknown,7.9,0.0,0.07
cli_1428,esporadico,1.9,0.0,0.11
cli_1429,unknown,1.2,0.0,0.05
cli_1430,churrasco_fds,18.9,0.0,0.27
cli_1431,unknown,77.9,98.0,0.26
cli_1432,unknown,92.2,75.0,0.3
cli_1433,unknown,10.5,0.0,0.08
cli_1434,esporadico,9.1,0.0,0.13
cli_1435,esporadico,77.9,62.0,0.31
cli_1436,churrasco_fds,82.7,55.0,0.44
cli_1437,unknown,1.9,0.0,0.05
cli_1438,unknown,36.5,89.0,0.15
cli_1439,churrasco_fds,96.9,159.0,0.49
cli_1440,churrasco_fds,85.0,28.0,0.45
cli_1441,esporadico,10.5,0.0,0.13
cli_1442,esporadico,65.1,149.0,0.29
cli_1443,vinho_final_do_dia,59.2,199.0,0.26
cli_1444,unknown,2.9,0.0,0.06
cli_1445,unknown,11.2,0.0,0.08
cli_1446,vinho_final_do_dia,67.8,89.0,0.28
cli_1447,unknown,6.3,0.0,0.06
cli_1448,esporadico,5.9,0.0,0.12
cli_1449,vinho_final_do_dia,12.8,0.0,0.13
cli_1450,esporadico,79.5,0.0,0.31
cli_1451,esporadico,88.2,89.0,0.34
cli_1452,unknown,5.2,0.0,0.06
cli_1453,unknown,39.5,159.0,0.16
cli_1454,unknown,0.3,0.0,0.05
cli_1455,churrasco_fds,19.9,0.0,0.27
cli_1456,unknown,37.1,89.0,0.15
cli_1457,unknown,73.7,149.0,0.25
cli_1458,esporadico,3.7,0.0,0.11
cli_1459,esporadico,91.0,0.0,0.34
cli_1460,esporadico,63.4,159.0,0.28
cli_1461,unknown,15.2,0.0,0.09
cli_1462,esporadico,66.4,10.0,0.28
cli_1463,unknown,91.8,15.0,0.29
cli_1464,esporadico,1.4,0.0,0.11
cli_1465,unknown,84.7,101.0,0.28
cli_1466,esporadico,60.1,149.0,0.27
cli_1467,esporadico,6.7,0.0,0.12
cli_1468,unknown,2.6,199.0,0.07
cli_1469,unknown,1.9,0.0,0.05
cli_1470,esporadico,8.6,0.0,0.13
cli_1471,unknown,5.8,0.0,0.06
cli_1472,unknown,17.1,199.0,0.11
cli_1473,esporadico,0.8,0.0,0.11
cli_1474,unknown,3.7,0.0,0.06
cli_1475,esporadico,4.7,0.0,0.12
cli_1476,unknown,10.0,0.0,0.07
cli_1477,esporadico,88.7,84.0,0.34
cli_1478,esporadico,4.3,0.0,0.12
cli_1479,unknown,1.3,0.0,0.05
cli_1480,vinho_final_do_dia,4.4,0.0,0.11
cli_1481,unknown,3.2,0.0,0.06
cli_1482,esporadico,62.6,159.0,0.28
cli_1483,vinho_final_do_dia,9.2,0.0,0.12
cli_1484,vinho_final_do_dia,1.5,0.0,0.1
cli_1485,esporadico,33.1,0.0,0.19
cli_1486,esporadico,3.2,0.0,0.11
cli_1487,unknown,3.2,119.0,0.06
cli_1488,vinho_final_do_dia,4.4,0.0,0.11
cli_1489,vinho_final_do_dia,71.6,76.0,0.29
cli_1490,unknown,66.0,99.0,0.23
cli_1491,unknown,85.8,89.0,0.28
cli_1492,vinho_final_do_dia,1.3,0.0,0.1
cli_1493,esporadico,43.5,149.0,0.23
cli_1494,esporadico,4.0,0.0,0.12
cli_1495,vinho_final_do_dia,3.2,0.0,0.1
cli_1496,unknown,2.0,0.0,0.05
cli_1497,vinho_final_do_dia,0.8,0.0,0.1
cli_1498,unknown,1.5,129.0,0.06
cli_1499,unknown,9.5,0.0,0.07
cli_1500,unknown,23.5,0.0,0.11
cli_1501,esporadico,4.4,0.0,0.12
cli_1502,unknown,4.4,0.0,0.06
cli_1503,vinho_final_do_dia,73.8,109.0,0.3
cli_1504,unknown,34.3,159.0,0.15
cli_1505,unknown,17.7,0.0,0.09
cli_1506,unknown,11.9,0.0,0.08
cli_1507,unknown,79.3,160.0,0.27
cli_1508,esporadico,68.5,149.0,0.29
cli_1509,vinho_final_do_dia,6.0,0.0,0.11
cli_1510,esporadico,3.9,0.0,0.11
cli_1511,esporadico,4.2,0.0,0.12
cli_1512,unknown,16.8,0.0,0.09
cli_1513,esporadico,17.8,0.0,0.15
cli_1514,esporadico,81.2,89.0,0.32
cli_1515,esporadico,71.5,150.0,0.3
cli_1516,esporadico,95.6,82.0,0.36
cli_1517,esporadico,74.6,28.0,0.3
cli_1518,vinho_final_do_dia,4.0,0.0,0.1
cli_1519,unknown,20.6,0.0,0.1
cli_1520,unknown,87.6,18.0,0.28
cli_1521,esporadico,8.7,0.0,0.13
cli_1522,esporadico,8.1,0.0,0.13
cli_1523,unknown,17.3,0.0,0.09
cli_1524,vinho_final_do_dia,8.1,0.0,0.12
cli_1525,unknown,96.8,99.0,0.31
cli_1526,esporadico,22.6,0.0,0.16
cli_1527,esporadico,26.8,0.0,0.18
cli_1528,unknown,13.9,0.0,0.08
cli_1529,unknown,10.5,0.0,0.08
cli_1530,unknown,6.1,0.0,0.06
cli_1531,vinho_final_do_dia,73.9,99.0,0.3
cli_1532,esporadico,6.8,0.0,0.12
cli_1533,unknown,64.4,199.0,0.23
cli_1534,vinho_final_do_dia,17.9,0.0,0.14
cli_1535,unknown,91.5,96.0,0.29
cli_1536,unknown,7.8,0.0,0.07
cli_1537,vinho_final_do_dia,66.8,159.0,0.28
cli_1538,esporadico,1.2,0.0,0.11
cli_1539,unknown,19.7,0.0,0.1
cli_1540,esporadico,73.9,99.0,0.31
cli_1541,vinho_final_do_dia,78.0,101.0,0.31
cli_1542,unknown,19.5,89.0,0.1
cli_1543,esporadico,43.5,159.0,0.23
cli_1544,unknown,15.3,0.0,0.09
cli_1545,unknown,87.2,108.0,0.28
cli_1546,unknown,1.0,0.0,0.05
cli_1547,esporadico,8.5,0.0,0.13
cli_1548,unknown,84.7,59.0,0.27
cli_1549,churrasco_fds,26.9,0.0,0.29
cli_1550,esporadico,6.1,0.0,0.12
cli_1551,churrasco_fds,18.7,0.0,0.27
cli_1552,unknown,8.6,0.0,0.07
cli_1553,vinho_final_do_dia,70.2,72.0,0.28
cli_1554,vinho_final_do_dia,26.1,0.0,0.16
cli_1555,unknown,28.4,149.0,0.13
cli_1556,esporadico,66.9,129.0,0.29
cli_1557,vinho_final_do_dia,75.2,125.0,0.3
cli_1558,vinho_final_do_dia,4.0,0.0,0.1
cli_1559,unknown,2.1,0.0,0.05
cli_1560,unknown,12.0,0.0,0.08
cli_1561,unknown,20.2,0.0,0.1
cli_1562,vinho_final_do_dia,88.7,62.0,0.33
cli_1563,esporadico,8.0,0.0,0.13
cli_1564,unknown,7.6,0.0,0.07
cli_1565,vinho_final_do_dia,5.2,0.0,0.11
cli_1566,churrasco_fds,9.4,0.0,0.25
cli_1567,esporadico,1.1,0.0,0.11
cli_1568,unknown,19.4,0.0,0.1
cli_1569,vinho_final_do_dia,18.9,0.0,0.14
cli_1570,unknown,26.2,0.0,0.12
cli_1571,esporadico,0.4,0.0,0.11
cli_1572,unknown,47.6,89.0,0.18
cli_1573,unknown,6.2,0.0,0.06
cli_1574,unknown,1.4,0.0,0.05
cli_1575,unknown,8.3,0.0,0.07
cli_1576,esporadico,2.4,0.0,0.11
cli_1577,unknown,2.6,0.0,0.05
cli_1578,esporadico,59.0,199.0,0.27
cli_1579,vinho_final_do_dia,70.9,35.0,0.28
cli_1580,esporadico,92.6,144.0,0.36
cli_1581,unknown,31.7,0.0,0.13
cli_1582,vinho_final_do_dia,3.5,0.0,0.1
cli_1583,unknown,5.1,0.0,0.06
cli_1584,esporadico,17.7,0.0,0.15
cli_1585,esporadico,85.2,88.0,0.33
cli_1586,esporadico,0.8,149.0,0.12
cli_1587,unknown,6.7,0.0,0.07
cli_1588,esporadico,11.2,0.0,0.13
cli_1589,unknown,82.2,0.0,0.26
cli_1590,esporadico,63.3,43.0,0.27
cli_1591,vinho_final_do_dia,2.6,0.0,0.1
cli_1592,unknown,78.2,118.0,0.26
cli_1593,esporadico,6.0,0.0,0.12
cli_1594,unknown,7.4,0.0,0.07
cli_1595,unknown,1.9,0.0,0.05
cli_1596,unknown,0.5,0.0,0.05
cli_1597,unknown,3.6,0.0,0.06
cli_1598,unknown,26.5,119.0,0.13
cli_1599,unknown,85.9,139.0,0.28
cli_1600,unknown,14.9,0.0,0.09
cli_1601,churrasco_fds,4.9,0.0,0.24
cli_1602,vinho_final_do_dia,11.5,0.0,0.12
cli_1603,unknown,6.7,0.0,0.07
cli_1604,unknown,79.1,82.0,0.26
cli_1605,esporadico,3.9,0.0,0.11
cli_1606,unknown,79.3,224.0,0.27
cli_1607,esporadico,10.3,0.0,0.13
cli_1608,esporadico,2.3,0.0,0.11
cli_1609,vinho_final_do_dia,88.1,119.0,0.33
cli_1610,unknown,5.5,0.0,0.06
cli_1611,esporadico,88.3,68.0,0.34
cli_1612,unknown,0.1,0.0,0.05
cli_1613,esporadico,3.8,0.0,0.11
cli_1614,unknown,8.0,0.0,0.07
cli_1615,esporadico,88.9,140.0,0.35
cli_1616,unknown,89.4,121.0,0.29
cli_1617,esporadico,7.3,0.0,0.12
cli_1618,churrasco_fds,37.7,159.0,0.33
cli_1619,unknown,4.3,0.0,0.06
cli_1620,unknown,8.9,0.0,0.07
cli_1621,esporadico,4.5,0.0,0.12
cli_1622,unknown,11.1,0.0,0.08
cli_1623,unknown,6.6,0.0,0.07
cli_1624,churrasco_fds,80.6,68.0,0.44
cli_1625,unknown,29.2,0.0,0.12
cli_1626,esporadico,2.1,0.0,0.11
cli_1627,esporadico,84.8,89.0,0.33
cli_1628,esporadico,81.6,99.0,0.33
cli_1629,unknown,5.0,0.0,0.06
cli_1630,esporadico,41.7,99.0,0.22
cli_1631,unknown,10.6,0.0,0.08
cli_1632,esporadico,2.6,0.0,0.11
cli_1633,unknown,74.7,91.0,0.25
cli_1634,unknown,63.3,199.0,0.23
cli_1635,vinho_final_do_dia,2.2,0.0,0.1
cli_1636,unknown,10.7,0.0,0.08
cli_1637,unknown,87.4,18.0,0.28
cli_1638,churrasco_fds,3.6,199.0,0.25
cli_1639,unknown,61.7,128.0,0.22
cli_1640,vinho_final_do_dia,1.8,99.0,0.11
cli_1641,esporadico,6.5,0.0,0.12
cli_1642,esporadico,85.1,93.0,0.33
cli_1643,esporadico,72.1,60.0,0.3
cli_1644,unknown,0.5,0.0,0.05
cli_1645,vinho_final_do_dia,11.7,0.0,0.13
cli_1646,vinho_final_do_dia,11.8,0.0,0.13
cli_1647,esporadico,1.4,0.0,0.11
cli_1648,unknown,4.1,0.0,0.06
cli_1649,unknown,76.0,99.0,0.25
cli_1650,unknown,14.0,0.0,0.08
cli_1651,esporadico,1.4,0.0,0.11
cli_1652,esporadico,89.7,18.0,0.34
cli_1653,esporadico,3.2,0.0,0.11
cli_1654,unknown,39.3,0.0,0.15
cli_1655,vinho_final_do_dia,42.0,99.0,0.21
cli_1656,esporadico,4.3,0.0,0.12
cli_1657,unknown,84.4,65.0,0.27
cli_1658,unknown,5.1,0.0,0.06
cli_1659,unknown,7.7,0.0,0.07
cli_1660,unknown,30.5,0.0,0.13
cli_1661,unknown,65.4,199.0,0.23
cli_1662,unknown,78.7,52.0,0.26
cli_1663,churrasco_fds,71.8,159.0,0.42
cli_1664,esporadico,7.9,0.0,0.13
cli_1665,esporadico,4.3,0.0,0.12
cli_1666,unknown,4.9,0.0,0.06
cli_1667,vinho_final_do_dia,8.3,0.0,0.12
cli_1668,vinho_final_do_dia,0.0,89.0,0.1
cli_1669,churrasco_fds,1.9,0.0,0.23
cli_1670,unknown,76.1,55.0,0.25
cli_1671,vinho_final_do_dia,86.4,159.0,0.33
cli_1672,esporadico,85.3,61.0,0.33
cli_1673,esporadico,10.6,0.0,0.13
cli_1674,esporadico,1.8,0.0,0.11
cli_1675,esporadico,2.9,0.0,0.11
cli_1676,vinho_final_do_dia,64.3,159.0,0.27
cli_1677,unknown,51.6,99.0,0.19
cli_1678,churrasco_fds,48.2,199.0,0.36
cli_1679,unknown,4.1,0.0,0.06
cli_1680,vinho_final_do_dia,94.3,129.0,0.35
cli_1681,esporadico,13.4,0.0,0.14
cli_1682,unknown,85.5,152.0,0.28
cli_1683,esporadico,37.2,159.0,0.21
cli_1684,unknown,10.5,0.0,0.08
cli_1685,esporadico,1.1,0.0,0.11
cli_1686,esporadico,3.6,0.0,0.11
cli_1687,unknown,54.7,149.0,0.2
cli_1688,esporadico,5.0,0.0,0.12
cli_1689,unknown,1.4,0.0,0.05
cli_1690,churrasco_fds,83.8,159.0,0.45
cli_1691,esporadico,3.0,0.0,0.11
cli_1692,vinho_final_do_dia,0.2,0.0,0.09
cli_1693,unknown,2.2,0.0,0.05
cli_1694,unknown,4.1,0.0,0.06
cli_1695,esporadico,23.7,0.0,0.17
cli_1696,esporadico,3.2,149.0,0.12
cli_1697,vinho_final_do_dia,9.5,0.0,0.12
cli_1698,churrasco_fds,11.2,0.0,0.25
cli_1699,vinho_final_do_dia,6.2,0.0,0.11
cli_1700,unknown,9.1,0.0,0.07
cli_1701,unknown,60.1,99.0,0.21
cli_1702,vinho_final_do_dia,0.6,0.0,0.1
cli_1703,unknown,9.3,0.0,0.07
cli_1704,esporadico,3.3,0.0,0.11
cli_1705,unknown,8.1,0.0,0.07
cli_1706,esporadico,1.7,0.0,0.11
cli_1707,vinho_final_do_dia,92.1,71.0,0.34
cli_1708,esporadico,0.5,0.0,0.11
cli_1709,vinho_final_do_dia,1.4,0.0,0.1
cli_1710,unknown,60.7,99.0,0.21
cli_1711,unknown,6.2,0.0,0.06
cli_1712,esporadico,13.9,0.0,0.14
cli_1713,esporadico,0.4,0.0,0.11
cli_1714,esporadico,21.4,0.0,0.16
cli_1715,vinho_final_do_dia,0.2,0.0,0.09
cli_1716,unknown,71.3,93.0,0.24
cli_1717,vinho_final_do_dia,10.8,159.0,0.13
cli_1718,esporadico,32.0,0.0,0.19
cli_1719,unknown,74.1,69.0,0.25
cli_1720,esporadico,35.9,0.0,0.2
cli_1721,esporadico,57.7,99.0,0.26
cli_1722,unknown,2.8,0.0,0.06
cli_1723,esporadico,87.9,10.0,0.34
cli_1724,esporadico,7.0,0.0,0.12
cli_1725,churrasco_fds,29.9,0.0,0.3
cli_1726,unknown,7.8,0.0,0.07
cli_1727,unknown,4.5,0.0,0.06
cli_1728,unknown,0.1,0.0,0.05
cli_1729,unknown,0.8,0.0,0.05
cli_1730,esporadico,1.8,0.0,0.11
cli_1731,vinho_final_do_dia,47.0,159.0,0.23
cli_1732,unknown,20.5,0.0,0.1
cli_1733,unknown,5.0,0.0,0.06
cli_1734,churrasco_fds,13.1,0.0,0.26
cli_1735,vinho_final_do_dia,13.1,0.0,0.13
cli_1736,vinho_final_do_dia,15.0,0.0,0.13
cli_1737,unknown,21.4,0.0,0.1
cli_1738,vinho_final_do_dia,11.6,0.0,0.12
cli_1739,unknown,9.3,0.0,0.07
cli_1740,unknown,22.1,0.0,0.11
cli_1741,vinho_final_do_dia,51.0,0.0,0.23
cli_1742,unknown,2.9,199.0,0.07
cli_1743,esporadico,81.0,79.0,0.32
cli_1744,unknown,74.0,99.0,0.25
cli_1745,unknown,0.5,0.0,0.05
cli_1746,churrasco_fds,0.9,0.0,0.22
cli_1747,unknown,18.1,0.0,0.1
cli_1748,unknown,66.6,149.0,0.23
cli_1749,vinho_final_do_dia,68.7,159.0,0.29
cli_1750,esporadico,6.6,0.0,0.12
cli_1751,esporadico,60.5,159.0,0.27
cli_1752,unknown,13.6,0.0,0.08
cli_1753,unknown,88.7,75.0,0.29
cli_1754,unknown,30.0,0.0,0.13
cli_1755,vinho_final_do_dia,57.3,138.0,0.25
cli_1756,unknown,53.0,149.0,0.2
cli_1757,vinho_final_do_dia,93.4,87.0,0.35
cli_1758,churrasco_fds,30.9,0.0,0.3
cli_1759,unknown,26.0,0.0,0.12
cli_1760,esporadico,26.2,0.0,0.17
cli_1761,unknown,34.7,0.0,0.14
cli_1762,churrasco_fds,4.2,0.0,0.23
cli_1763,churrasco_fds,1.4,0.0,0.23
cli_1764,unknown,86.4,72.0,0.28
cli_1765,esporadico,12.9,0.0,0.14
cli_1766,churrasco_fds,38.1,99.0,0.33
cli_1767,esporadico,7.5,0.0,0.12
cli_1768,vinho_final_do_dia,12.0,0.0,0.13
cli_1769,esporadico,2.3,0.0,0.11
cli_1770,esporadico,80.9,27.0,0.32
cli_1771,churrasco_fds,17.7,0.0,0.27
cli_1772,vinho_final_do_dia,95.5,0.0,0.35
cli_1773,unknown,15.2,0.0,0.09
cli_1774,unknown,12.7,0.0,0.08
cli_1775,churrasco_fds,2.3,149.0,0.24
cli_1776,vinho_final_do_dia,50.8,99.0,0.23
cli_1777,esporadico,59.9,119.0,0.27
cli_1778,unknown,15.7,0.0,0.09
cli_1779,esporadico,2.2,0.0,0.11
cli_1780,esporadico,12.9,0.0,0.14
cli_1781,unknown,13.7,0.0,0.08
cli_1782,esporadico,25.5,99.0,0.18
cli_1783,unknown,0.5,0.0,0.05
cli_1784,unknown,9.2,0.0,0.07
cli_1785,unknown,0.1,0.0,0.05
cli_1786,unknown,13.3,0.0,0.08
cli_1787,esporadico,83.3,182.0,0.34
cli_1788,esporadico,8.4,0.0,0.13
cli_1789,esporadico,20.8,0.0,0.16
cli_1790,esporadico,14.2,0.0,0.14
cli_1791,esporadico,23.3,0.0,0.17
cli_1792,vinho_final_do_dia,88.1,199.0,0.34
cli_1793,vinho_final_do_dia,87.9,104.0,0.33
cli_1794,unknown,88.3,10.0,0.28
cli_1795,esporadico,2.3,0.0,0.11
cli_1796,esporadico,45.5,159.0,0.23
cli_1797,esporadico,81.2,167.0,0.33
cli_1798,vinho_final_do_dia,41.0,149.0,0.21
cli_1799,esporadico,0.2,0.0,0.11
cli_1800,unknown,6.3,0.0,0.06
cli_1801,esporadico,17.2,0.0,0.15
cli_1802,esporadico,1.3,0.0,0.11
cli_1803,vinho_final_do_dia,4.4,0.0,0.11
cli_1804,unknown,67.8,129.0,0.23
cli_1805,unknown,4.6,0.0,0.06
cli_1806,unknown,1.8,0.0,0.05
cli_1807,churrasco_fds,27.0,0.0,0.29
cli_1808,unknown,6.9,0.0,0.07
cli_1809,esporadico,66.9,199.0,0.29
cli_1810,unknown,1.5,0.0,0.05
cli_1811,churrasco_fds,5.2,0.0,0.24
cli_1812,esporadico,8.2,0.0,0.13
cli_1813,unknown,58.4,46.0,0.2
cli_1814,unknown,4.4,0.0,0.06
cli_1815,unknown,3.1,0.0,0.06
cli_1816,churrasco_fds,7.4,0.0,0.24
cli_1817,vinho_final_do_dia,1.1,0.0,0.1
cli_1818,unknown,0.0,0.0,0.05
cli_1819,unknown,7.9,0.0,0.07
cli_1820,esporadico,8.0,0.0,0.13
cli_1821,unknown,24.1,0.0,0.11
cli_1822,churrasco_fds,70.1,149.0,0.42
cli_1823,churrasco_fds,82.2,22.0,0.44
cli_1824,esporadico,19.1,0.0,0.15
cli_1825,esporadico,1.9,0.0,0.11
cli_1826,unknown,1.9,0.0,0.05
cli_1827,vinho_final_do_dia,18.2,0.0,0.14
cli_1828,unknown,2.1,0.0,0.05
cli_1829,unknown,7.0,0.0,0.07
cli_1830,esporadico,55.2,129.0,0.26
cli_1831,esporadico,17.7,0.0,0.15
cli_1832,unknown,9.9,119.0,0.08
cli_1833,unknown,14.6,119.0,0.09
cli_1834,esporadico,1.3,0.0,0.11
cli_1835,esporadico,2.7,0.0,0.11
cli_1836,unknown,4.9,129.0,0.07
cli_1837,vinho_final_do_dia,2.6,119.0,0.11
cli_1838,esporadico,0.9,129.0,0.12
cli_1839,esporadico,75.8,26.0,0.31
cli_1840,unknown,2.5,0.0,0.05
cli_1841,unknown,28.6,0.0,0.12
cli_1842,esporadico,4.2,0.0,0.12
cli_1843,esporadico,56.6,99.0,0.26
cli_1844,esporadico,39.7,0.0,0.21
cli_1845,esporadico,84.0,105.0,0.33
cli_1846,churrasco_fds,3.4,0.0,0.23
cli_1847,unknown,23.8,0.0,0.11
cli_1848,esporadico,84.3,14.0,0.33
cli_1849,vinho_final_do_dia,16.5,0.0,0.14
cli_1850,unknown,10.9,0.0,0.08
cli_1851,unknown,7.5,0.0,0.07
cli_1852,unknown,0.4,0.0,0.05
cli_1853,churrasco_fds,12.2,0.0,0.25
cli_1854,churrasco_fds,15.1,159.0,0.27
cli_1855,esporadico,0.2,0.0,0.11
cli_1856,esporadico,1.7,0.0,0.11
cli_1857,unknown,62.7,16.0,0.21
cli_1858,vinho_final_do_dia,7.7,0.0,0.11
cli_1859,unknown,72.1,117.0,0.25
cli_1860,esporadico,4.5,0.0,0.12
cli_1861,unknown,35.5,0.0,0.14
cli_1862,esporadico,36.8,199.0,0.21
cli_1863,unknown,19.1,99.0,0.1
cli_1864,unknown,1.4,0.0,0.05
cli_1865,unknown,95.3,55.0,0.3
cli_1866,unknown,60.9,107.0,0.21
cli_1867,churrasco_fds,23.1,0.0,0.28
cli_1868,unknown,9.3,0.0,0.07
cli_1869,unknown,6.8,0.0,0.07
cli_1870,unknown,53.0,120.0,0.19
cli_1871,esporadico,1.5,0.0,0.11
cli_1872,churrasco_fds,16.1,0.0,0.26
cli_1873,unknown,7.2,0.0,0.07
cli_1874,churrasco_fds,2.2,0.0,0.23
cli_1875,esporadico,10.0,0.0,0.13
cli_1876,vinho_final_do_dia,89.6,57.0,0.33
cli_1877,unknown,12.6,0.0,0.08
cli_1878,vinho_final_do_dia,6.7,0.0,0.11
cli_1879,vinho_final_do_dia,13.7,0.0,0.13
cli_1880,unknown,95.9,16.0,0.3
cli_1881,unknown,21.9,0.0,0.11
cli_1882,esporadico,68.9,119.0,0.29
cli_1883,vinho_final_do_dia,3.3,0.0,0.1
cli_1884,esporadico,18.5,0.0,0.15
cli_1885,unknown,3.0,0.0,0.06
cli_1886,unknown,3.1,0.0,0.06
cli_1887,unknown,8.7,0.0,0.07
cli_1888,unknown,38.0,0.0,0.15
cli_1889,unknown,48.6,99.0,0.18
cli_1890,esporadico,44.1,159.0,0.23
cli_1891,unknown,3.3,0.0,0.06
cli_1892,unknown,18.6,0.0,0.1
cli_1893,unknown,10.7,0.0,0.08
cli_1894,unknown,11.8,0.0,0.08
cli_1895,unknown,17.2,0.0,0.09
cli_1896,esporadico,0.8,0.0,0.11
cli_1897,esporadico,9.5,0.0,0.13
cli_1898,unknown,62.8,105.0,0.22
cli_1899,churrasco_fds,0.5,0.0,0.22
cli_1900,churrasco_fds,15.7,0.0,0.26
cli_1901,unknown,3.4,0.0,0.06
cli_1902,vinho_final_do_dia,18.2,0.0,0.14
cli_1903,unknown,94.9,87.0,0.3
cli_1904,vinho_final_do_dia,0.4,0.0,0.1
cli_1905,vinho_final_do_dia,0.3,0.0,0.1
cli_1906,esporadico,2.9,0.0,0.11
cli_1907,unknown,86.8,0.0,0.28
cli_1908,unknown,17.4,0.0,0.09
cli_1909,unknown,2.4,0.0,0.05
cli_1910,esporadico,23.1,0.0,0.17
cli_1911,esporadico,42.0,199.0,0.23
cli_1912,esporadico,38.9,159.0,0.22
cli_1913,esporadico,5.7,99.0,0.13
cli_1914,churrasco_fds,79.4,39.0,0.43
cli_1915,esporadico,74.8,89.0,0.31
cli_1916,unknown,76.4,117.0,0.26
cli_1917,churrasco_fds,8.2,0.0,0.24
cli_1918,esporadico,89.5,11.0,0.34
cli_1919,unknown,86.5,0.0,0.28
cli_1920,vinho_final_do_dia,5.9,0.0,0.11
cli_1921,unknown,15.2,0.0,0.09
cli_1922,unknown,91.8,101.0,0.3
cli_1923,unknown,2.2,149.0,0.06
cli_1924,esporadico,12.0,0.0,0.14
cli_1925,churrasco_fds,0.6,0.0,0.22
cli_1926,esporadico,62.9,99.0,0.28
cli_1927,vinho_final_do_dia,7.9,0.0,0.12
cli_1928,churrasco_fds,12.1,0.0,0.25
cli_1929,esporadico,60.8,99.0,0.27
cli_1930,esporadico,8.3,0.0,0.13
cli_1931,vinho_final_do_dia,86.8,193.0,0.34
cli_1932,unknown,78.3,149.0,0.26
cli_1933,unknown,8.9,0.0,0.07
cli_1934,vinho_final_do_dia,0.8,0.0,0.1
cli_1935,unknown,1.5,0.0,0.05
cli_1936,churrasco_fds,79.6,113.0,0.44
cli_1937,esporadico,50.7,99.0,0.24
cli_1938,vinho_final_do_dia,84.4,106.0,0.32
cli_1939,unknown,81.3,149.0,0.27
cli_1940,unknown,11.5,0.0,0.08
cli_1941,unknown,4.8,0.0,0.06
cli_1942,vinho_final_do_dia,74.4,99.0,0.3
cli_1943,unknown,9.8,0.0,0.07
cli_1944,unknown,4.3,0.0,0.06
cli_1945,unknown,0.5,0.0,0.05
cli_1946,unknown,73.9,93.0,0.25
cli_1947,unknown,6.0,0.0,0.06
cli_1948,unknown,63.8,64.0,0.22
cli_1949,esporadico,90.6,48.0,0.35
cli_1950,vinho_final_do_dia,64.5,129.0,0.27
cli_1951,unknown,12.4,0.0,0.08
cli_1952,vinho_final_do_dia,0.1,0.0,0.09
cli_1953,unknown,90.5,15.0,0.29
cli_1954,churrasco_fds,86.9,77.0,0.46
cli_1955,esporadico,2.3,0.0,0.11
cli_1956,esporadico,66.5,149.0,0.29
cli_1957,unknown,70.5,76.0,0.24
cli_1958,unknown,52.0,159.0,0.19
cli_1959,unknown,53.3,129.0,0.2
cli_1960,vinho_final_do_dia,2.2,0.0,0.1
cli_1961,vinho_final_do_dia,19.2,0.0,0.14
cli_1962,esporadico,38.6,129.0,0.21
cli_1963,esporadico,1.8,0.0,0.11
cli_1964,unknown,8.7,0.0,0.07
cli_1965,esporadico,0.3,0.0,0.11
cli_1966,esporadico,6.7,0.0,0.12
cli_1967,unknown,26.6,0.0,0.12
cli_1968,unknown,0.4,0.0,0.05
cli_1969,unknown,3.8,0.0,0.06
cli_1970,churrasco_fds,87.4,129.0,0.46
cli_1971,unknown,2.2,0.0,0.05
cli_1972,esporadico,1.6,0.0,0.11
cli_1973,esporadico,13.2,0.0,0.14
cli_1974,unknown,55.4,149.0,0.2
cli_1975,esporadico,86.4,67.0,0.34
cli_1976,unknown,20.2,0.0,0.1
cli_1977,churrasco_fds,79.6,0.0,0.43
cli_1978,esporadico,0.6,0.0,0.11
cli_1979,unknown,3.2,0.0,0.06
cli_1980,unknown,82.1,50.0,0.27
